auc,gini,ks,brier,logloss,model,n_train,n_test,runtime_s,fold_idx,pass
0.7095238095238096,0.4190476190476191,0.3952380952380953,0.2020491674897208,0.5793755739129149,woe_logit,900,100,0.0760359999840147,0,tuned
0.7104761904761905,0.42095238095238097,0.3619047619047619,0.19585303996005313,0.5713782901623841,logit,900,100,0.008700875012436882,0,tuned
0.7461904761904763,0.4923809523809526,0.4714285714285714,0.1842648958844709,0.5424509179556485,tabpfn_v2,900,100,5.063202457997249,0,tuned
0.7261904761904762,0.4523809523809523,0.3714285714285714,0.1906533219635249,0.5614697295411911,tabicl,900,100,1.695210625010077,0,tuned
0.7347619047619048,0.4695238095238097,0.4142857142857142,0.1865230945051394,0.5615869389550354,tabdpt,900,100,1.207488999993075,0,tuned
0.7285714285714286,0.4571428571428573,0.4,0.19208460641337147,0.5531461212700639,xgb,900,100,0.0276472499826923,0,tuned
0.7433333333333333,0.4866666666666666,0.42380952380952375,0.1807474879688631,0.5331505832165742,lgbm,900,100,0.04017475000000559,0,tuned
0.7990476190476191,0.5980952380952382,0.5476190476190477,0.171589329856818,0.5067696606071374,woe_logit,900,100,0.0777998749981634,1,tuned
0.7804761904761905,0.5609523809523811,0.5333333333333334,0.17005726112754324,0.5136017212875784,logit,900,100,0.007507542002713308,1,tuned
0.7985714285714286,0.5971428571428572,0.5142857142857143,0.1665998738107579,0.4947677843432151,tabpfn_v2,900,100,2.250400749995606,1,tuned
0.7985714285714286,0.5971428571428572,0.4857142857142857,0.1648651740059517,0.4937066318935656,tabicl,900,100,1.2142773329978809,1,tuned
0.7980952380952381,0.5961904761904762,0.4761904761904762,0.1658954579632441,0.4930768221040291,tabdpt,900,100,0.6593455420224927,1,tuned
0.7757142857142857,0.5514285714285714,0.4523809523809524,0.17458493416936158,0.5233952677560112,xgb,900,100,0.06993908400181681,1,tuned
0.8038095238095238,0.6076190476190475,0.5285714285714286,0.16499469664349944,0.48251349553877404,lgbm,900,100,0.03341608299524523,1,tuned
0.8433333333333333,0.6866666666666665,0.6666666666666667,0.1432434205710977,0.443793090607565,woe_logit,900,100,0.0692898329871241,2,tuned
0.8838095238095238,0.7676190476190476,0.6904761904761905,0.13015610442243072,0.4126692074619428,logit,900,100,0.006558624998433515,2,tuned
0.8699999999999999,0.7399999999999998,0.6523809523809524,0.12592780908316,0.4059197803175897,tabpfn_v2,900,100,2.3088267499988433,2,tuned
0.8857142857142857,0.7714285714285714,0.6904761904761905,0.1200494073682139,0.3839422836851539,tabicl,900,100,0.9334585829928984,2,tuned
0.8857142857142857,0.7714285714285714,0.6666666666666667,0.1231056088270117,0.38559779399704,tabdpt,900,100,0.6741768329811748,2,tuned
0.8766666666666666,0.7533333333333332,0.6761904761904762,0.12707620574276293,0.4089122444960467,xgb,900,100,0.04318070801673457,2,tuned
0.8790476190476191,0.7580952380952382,0.6428571428571429,0.127548235455348,0.4084937201364876,lgbm,900,100,0.016427667025709525,2,tuned
0.7476190476190476,0.4952380952380952,0.4238095238095237,0.1819449619247613,0.5397312042228326,woe_logit,900,100,0.0680633749871049,3,tuned
0.7509523809523809,0.5019047619047619,0.3904761904761905,0.17969552270763775,0.5414051575406726,logit,900,100,0.007996875006938353,3,tuned
0.7528571428571428,0.5057142857142856,0.4714285714285714,0.1728785609017947,0.5297714304726907,tabpfn_v2,900,100,2.247219708020566,3,tuned
0.758095238095238,0.5161904761904761,0.4238095238095238,0.1729689224188459,0.5281978363078338,tabicl,900,100,1.218050208990462,3,tuned
0.7490476190476191,0.4980952380952381,0.4380952380952381,0.1791957818516152,0.5537051712209623,tabdpt,900,100,0.6185182910121512,3,tuned
0.7552380952380953,0.5104761904761905,0.4571428571428572,0.17808746470847983,0.5389107181796472,xgb,900,100,0.03588604199467227,3,tuned
0.7385714285714287,0.4771428571428573,0.4047619047619048,0.18205476215559088,0.5746300285356153,lgbm,900,100,0.02816262500709854,3,tuned
0.7785714285714286,0.5571428571428572,0.4761904761904761,0.1691461717597655,0.5062511539596096,woe_logit,900,100,0.064897167001618,4,tuned
0.8066666666666666,0.6133333333333333,0.5428571428571428,0.15824310246366774,0.4771428554062906,logit,900,100,0.006892583012813702,4,tuned
0.8104761904761904,0.6209523809523807,0.4857142857142856,0.1563499350773826,0.4702819036957434,tabpfn_v2,900,100,2.285900582995964,4,tuned
0.8066666666666666,0.6133333333333333,0.5142857142857142,0.1550238878374112,0.4700931990559476,tabicl,900,100,0.982236790994648,4,tuned
0.7828571428571429,0.5657142857142858,0.4904761904761904,0.1702682574370591,0.5115298740387371,tabdpt,900,100,0.7033659589942545,4,tuned
0.8223809523809523,0.6447619047619046,0.519047619047619,0.15112973911537528,0.4591140525816494,xgb,900,100,0.06398174999048933,4,tuned
0.8280952380952381,0.6561904761904762,0.5142857142857142,0.15215334664368518,0.462572970882456,lgbm,900,100,0.06696554101654328,4,tuned
0.8257142857142856,0.6514285714285712,0.5523809523809524,0.1409905179460696,0.4531680567086705,woe_logit,900,100,0.0648603749868925,5,tuned
0.8085714285714286,0.6171428571428572,0.5761904761904763,0.15017779174568507,0.4710137064187274,logit,900,100,0.008382708008866757,5,tuned
0.7971428571428572,0.5942857142857143,0.5428571428571428,0.1575215828453519,0.4971772102738609,tabpfn_v2,900,100,2.2630000420031138,5,tuned
0.7990476190476191,0.5980952380952382,0.5047619047619047,0.1561420643460896,0.4922904587280652,tabicl,900,100,1.0253079170070123,5,tuned
0.7680952380952382,0.5361904761904763,0.4714285714285714,0.1642702029005322,0.5152433699305561,tabdpt,900,100,0.6069518750009593,5,tuned
0.7857142857142857,0.5714285714285714,0.5714285714285714,0.1588093221165288,0.4994436253136527,xgb,900,100,0.020485583983827382,5,tuned
