auc,gini,ks,brier,logloss,model,n_train,n_test,runtime_s,fold_idx,pass
0.7095238095238096,0.4190476190476191,0.3952380952380953,0.20204916748972088,0.5793755739129149,woe_logit,900,100,0.07603599998401478,0,defaults
0.6952380952380953,0.39047619047619064,0.3761904761904762,0.20749562346258954,0.6007529327121602,logit,900,100,0.01011570799164474,0,defaults
0.7461904761904763,0.4923809523809526,0.4714285714285714,0.1842648958844709,0.5424509179556485,tabpfn_v2,900,100,5.063202457997249,0,defaults
0.7261904761904762,0.45238095238095233,0.37142857142857144,0.19065332196352497,0.5614697295411911,tabicl,900,100,1.695210625010077,0,defaults
0.7347619047619048,0.4695238095238097,0.41428571428571426,0.18652309450513946,0.5615869389550354,tabdpt,900,100,1.2074889999930747,0,defaults
0.7271428571428571,0.4542857142857142,0.4619047619047619,0.22881354237424056,0.7675741540726192,xgb,900,100,0.040296334016602486,0,defaults
0.7609523809523809,0.5219047619047619,0.4285714285714286,0.18885949057693888,0.6074874725916282,lgbm,900,100,0.037786917004268616,0,defaults
0.7990476190476191,0.5980952380952382,0.5476190476190477,0.17158932985681805,0.5067696606071374,woe_logit,900,100,0.07779987499816343,1,defaults
0.7771428571428571,0.5542857142857143,0.5,0.17132553406969125,0.5213505733594165,logit,900,100,0.010743375023594126,1,defaults
0.7985714285714286,0.5971428571428572,0.5142857142857143,0.16659987381075794,0.49476778434321517,tabpfn_v2,900,100,2.250400749995606,1,defaults
0.7985714285714286,0.5971428571428572,0.48571428571428577,0.1648651740059517,0.4937066318935656,tabicl,900,100,1.2142773329978809,1,defaults
0.7980952380952381,0.5961904761904762,0.4761904761904762,0.16589545796324415,0.49307682210402914,tabdpt,900,100,0.6593455420224927,1,defaults
0.7647619047619048,0.5295238095238095,0.4619047619047619,0.1945081419801343,0.6740403788838037,xgb,900,100,0.030969042010838166,1,defaults
0.7595238095238096,0.5190476190476192,0.4523809523809524,0.19124008171156323,0.6238343059288094,lgbm,900,100,0.030640084005426615,1,defaults
0.8433333333333333,0.6866666666666665,0.6666666666666667,0.14324342057109773,0.443793090607565,woe_logit,900,100,0.0692898329871241,2,defaults
0.8914285714285715,0.7828571428571429,0.6952380952380952,0.12465305238384575,0.39561834140287355,logit,900,100,0.020170125004369766,2,defaults
0.8699999999999999,0.7399999999999998,0.6523809523809524,0.12592780908316,0.4059197803175897,tabpfn_v2,900,100,2.3088267499988433,2,defaults
0.8857142857142857,0.7714285714285714,0.6904761904761905,0.12004940736821396,0.3839422836851539,tabicl,900,100,0.9334585829928983,2,defaults
0.8857142857142857,0.7714285714285714,0.6666666666666667,0.12310560882701171,0.38559779399704,tabdpt,900,100,0.6741768329811748,2,defaults
0.8785714285714286,0.7571428571428571,0.6666666666666667,0.11729752031909095,0.4188365147575363,xgb,900,100,0.032433416985441,2,defaults
0.8780952380952382,0.7561904761904763,0.6904761904761905,0.12384534668999005,0.4038042967357851,lgbm,900,100,0.031050417019287124,2,defaults
0.7476190476190476,0.49523809523809526,0.42380952380952375,0.18194496192476134,0.5397312042228326,woe_logit,900,100,0.06806337498710491,3,defaults
0.7538095238095238,0.5076190476190476,0.4666666666666667,0.1809839108820811,0.5452205964706446,logit,900,100,0.011151708982652053,3,defaults
0.7528571428571428,0.5057142857142856,0.4714285714285714,0.17287856090179476,0.5297714304726907,tabpfn_v2,900,100,2.247219708020566,3,defaults
0.758095238095238,0.5161904761904761,0.4238095238095238,0.17296892241884596,0.5281978363078338,tabicl,900,100,1.2180502089904621,3,defaults
0.7490476190476191,0.49809523809523815,0.4380952380952381,0.17919578185161522,0.5537051712209623,tabdpt,900,100,0.6185182910121512,3,defaults
0.6909523809523809,0.38190476190476175,0.34761904761904755,0.2329917727853131,0.906866884740774,xgb,900,100,0.03275779099203646,3,defaults
0.7204761904761905,0.440952380952381,0.39999999999999997,0.1970606566110585,0.6980004846190648,lgbm,900,100,0.030784874979872257,3,defaults
0.7785714285714286,0.5571428571428572,0.47619047619047616,0.16914617175976557,0.5062511539596096,woe_logit,900,100,0.06489716700161807,4,defaults
0.8052380952380953,0.6104761904761906,0.5380952380952381,0.15782981617267683,0.47513216516128587,logit,900,100,0.010859915986657143,4,defaults
0.8104761904761904,0.6209523809523807,0.48571428571428565,0.15634993507738268,0.4702819036957434,tabpfn_v2,900,100,2.285900582995964,4,defaults
0.8066666666666666,0.6133333333333333,0.5142857142857142,0.15502388783741122,0.4700931990559476,tabicl,900,100,0.9822367909946479,4,defaults
0.7828571428571429,0.5657142857142858,0.4904761904761904,0.17026825743705917,0.5115298740387371,tabdpt,900,100,0.7033659589942545,4,defaults
0.8038095238095238,0.6076190476190475,0.4571428571428572,0.19595601825181486,0.6019320869175585,xgb,900,100,0.030366499995579943,4,defaults
0.8257142857142857,0.6514285714285715,0.5142857142857142,0.15529435353654353,0.48287271601767434,lgbm,900,100,0.0328107500099577,4,defaults
0.8257142857142856,0.6514285714285712,0.5523809523809524,0.14099051794606962,0.45316805670867055,woe_logit,900,100,0.06486037498689257,5,defaults
0.8104761904761905,0.6209523809523809,0.5761904761904763,0.1492990456415587,0.4688495281220399,logit,900,100,0.012193083995953202,5,defaults
0.7971428571428572,0.5942857142857143,0.5428571428571428,0.15752158284535192,0.4971772102738609,tabpfn_v2,900,100,2.2630000420031138,5,defaults
0.7990476190476191,0.5980952380952382,0.5047619047619047,0.15614206434608968,0.4922904587280652,tabicl,900,100,1.0253079170070123,5,defaults
0.7680952380952382,0.5361904761904763,0.4714285714285714,0.16427020290053224,0.5152433699305561,tabdpt,900,100,0.6069518750009593,5,defaults
0.7557142857142858,0.5114285714285716,0.48571428571428565,0.18414458938912315,0.6715159003346453,xgb,900,100,0.031836042006034404,5,defaults
0.7876190476190476,0.5752380952380951,0.5238095238095237,0.16552615791065337,0.5555920441740063,lgbm,900,100,0.030002249986864626,5,defaults
0.8554761904761904,0.7109523809523808,0.7047619047619048,0.14604967979860523,0.43495187366119303,woe_logit,900,100,0.06559570800163783,6,defaults
0.8380952380952381,0.6761904761904762,0.580952380952381,0.14956767835151907,0.4509443168600443,logit,900,100,0.009712875005789101,6,defaults
0.8561904761904762,0.7123809523809523,0.6714285714285715,0.14481981041277447,0.44031648926385053,tabpfn_v2,900,100,2.242847500019707,6,defaults
0.8500000000000001,0.7000000000000002,0.6714285714285715,0.1469447542402139,0.4420335253037381,tabicl,900,100,0.9608026670175605,6,defaults
0.8576190476190476,0.7152380952380952,0.680952380952381,0.14346979963711534,0.4390435309578099,tabdpt,900,100,0.6122431669791695,6,defaults
0.8504761904761905,0.700952380952381,0.6190476190476191,0.16477795187607513,0.5526533849384506,xgb,900,100,0.03075254100258462,6,defaults
0.8352380952380953,0.6704761904761907,0.6476190476190476,0.17434966564118604,0.5273842599540014,lgbm,900,100,0.028071000007912517,6,defaults
0.812857142857143,0.6257142857142859,0.4857142857142857,0.15886039517418524,0.47328763939535606,woe_logit,900,100,0.0611856670002453,7,defaults
0.8223809523809524,0.6447619047619049,0.5428571428571429,0.1494891518923948,0.45954104984874505,logit,900,100,0.010376416001236066,7,defaults
0.8633333333333333,0.7266666666666666,0.5714285714285714,0.14048239008523836,0.4303383602311973,tabpfn_v2,900,100,2.2441042499849573,7,defaults
0.8557142857142856,0.7114285714285713,0.5666666666666667,0.14251931472541451,0.43318200541586144,tabicl,900,100,0.9987812920007855,7,defaults
0.8828571428571428,0.7657142857142856,0.6380952380952382,0.13148209129615943,0.40151747798166676,tabdpt,900,100,0.6051871250092518,7,defaults
0.8319047619047619,0.6638095238095238,0.5714285714285714,0.13846102068200036,0.467165086033325,xgb,900,100,0.03161008298047818,7,defaults
0.8119047619047619,0.6238095238095238,0.5047619047619047,0.1543447389569368,0.5011927069611297,lgbm,900,100,0.028287667024414986,7,defaults
0.7323809523809524,0.4647619047619047,0.4571428571428572,0.18835386915548416,0.5519904154719498,woe_logit,900,100,0.06841475001419894,8,defaults
0.7000000000000001,0.40000000000000013,0.3904761904761904,0.19549908582750944,0.5872016822769296,logit,900,100,0.01057837501866743,8,defaults
0.7219047619047619,0.4438095238095239,0.38095238095238093,0.18195744074073908,0.5567666753202662,tabpfn_v2,900,100,2.254449583007954,8,defaults
0.7328571428571429,0.46571428571428575,0.36666666666666664,0.17945855898726212,0.548992050123148,tabicl,900,100,0.9882204580062535,8,defaults
0.7128571428571429,0.4257142857142857,0.3857142857142857,0.18455258044819559,0.5699374278959919,tabdpt,900,100,0.6965118749940302,8,defaults
0.6861904761904762,0.3723809523809525,0.39999999999999997,0.20074341052729103,0.8592810634707843,xgb,900,100,0.03243629200733267,8,defaults
0.7190476190476192,0.4380952380952383,0.47619047619047616,0.18621494995591653,0.6890918848225618,lgbm,900,100,0.029149874986615032,8,defaults
0.735952380952381,0.47190476190476205,0.4952380952380953,0.18145912978436385,0.5556065441827305,woe_logit,900,100,0.06547591698472388,9,defaults
0.7528571428571429,0.5057142857142858,0.5,0.17399665443274898,0.5313175387490829,logit,900,100,0.011733958002878353,9,defaults
0.7828571428571429,0.5657142857142858,0.5571428571428572,0.16956337150917988,0.5202499257312823,tabpfn_v2,900,100,2.2743461249920074,9,defaults
0.7823809523809525,0.564761904761905,0.5857142857142857,0.16658336556210787,0.521291257330772,tabicl,900,100,1.0075654999818653,9,defaults
0.7704761904761905,0.5409523809523811,0.49047619047619045,0.16789488149619156,0.520829817626125,tabdpt,900,100,0.6285952919861302,9,defaults
0.767142857142857,0.534285714285714,0.5476190476190476,0.18756244691714316,0.7229258400713604,xgb,900,100,0.030638666998129338,9,defaults
0.7623809523809524,0.5247619047619048,0.49047619047619045,0.18364876441111125,0.6252455893675224,lgbm,900,100,0.032210375007707626,9,defaults
